loan_id,amount,duration,payments,frequency,balance_mean,balance_max,balance_min,balance_std,last_balance,last_trans,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,unknown_mean,unknown_sum,unknown_std,payment_statement_sum,payment_statement_count,ins_payment_mean,ins_payment_sum,ins_payment_count,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,CC,CC_mean,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_max,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,mean_trans_profit,total_ops,credit_ratio,withdrawal_ratio,last_max_balance_ratio,ratio_CC,ratio_WC,ratio_RAB,ratio_CCW,ratio_IC,owner_count,owner_gender,card_type,has_card,region,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,ratio of urban inhabitants ,average salary ,ratio entrepeneurs,criminality_growth,days_since_last_transaction,owner_age_on_loan,max_value_in_account_to_loan_ratio,account_age_months,withdrawal_per_month,salary_from_month_records,expected_month_income,actual_month_income,expected_income_to_payments_ratio,log_credit_min,log_sanctions_std,log_CAB_mean,log_max_value_in_account_to_loan_ratio,status
7121,21924,36,609,1,34272.21333333334,60432.4,1100.0,10171.031845987447,49083.3,14493.0,1.0,7551.738095238095,21,21739.5,38.3,-4562.625,24.0,-14.6,-17200.0,4615.53878538008,3052.173076923077,79356.5,10831.804888329836,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13123.041666666666,21739.5,5353.916410434912,1100.0,0.0,0.0,0.0,9.0,123.33333333333333,1110.0,154.2,35.65879975546008,38.3,19.0,-4115.42105263158,-14.6,5.0,-6262.0,-31310.0,-6262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.1130952380954,45.0,0.4666666666666667,0.5333333333333333,0.812201732845295,0.26666666666666666,0.4222222222222222,0.1111111111111111,0.0,0.2,2,0,-1.0,-1.0,6,49,70,18,0,0.33899999999999997,8743,0.111,0.001496414971790986,3,33.24657534246575,2.756449553001277,9.9,-460.8712121212121,2989.1130952380954,206.75,2467.279761904762,0.33949096880131363,3.6506582412937387,0.0,0.0,1.2995827494448013,1
6077,79608,24,3317,1,69954.57169811323,125825.7,800.0,24870.232927680197,103745.7,-3100.0,1.0,23558.29090909091,22,67124.0,110.2,-13372.148387096773,31.0,-14.6,-51700.0,13528.749295330814,2728.7837837837837,100965.0,31309.18622042555,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,0.0,800.0,11.0,46783.09090909091,44749.0,10.0,286.84000000000003,2868.4,373.7,77.08046589261262,110.2,31.0,-13372.148387096771,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10186.142521994136,53.0,0.41509433962264153,0.5849056603773585,0.8245191562613997,0.018867924528301886,0.5849056603773585,0.0,0.0,0.18867924528301888,1,0,-1.0,-1.0,2,77,26,7,2,0.53,8254,0.097,0.0015055962729390376,6,23.586301369863012,1.5805660235152246,10.433333333333334,-1281.6755642584767,10186.142521994136,687.8333333333334,10186.142521994136,0.20736609385991359,4.704110133842995,0.0,10.753298486273835,0.9130384254246884,1
6228,464520,60,7742,2,51760.01617647061,125943.1,200.0,27848.68670757384,121570.3,-30.0,1.0,16035.55806451613,31,47757.0,42.4,-11073.837837837838,37.0,-30.0,-41000.0,9932.96312932493,1650.5961538461538,85831.0,21208.217941295192,-210.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22516.045454545456,47757.0,13519.476100997943,200.0,0.0,0.0,0.0,9.0,194.36666666666667,1749.3,290.7,80.62974017073353,42.4,37.0,-11073.837837837838,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.7202266782915,68.0,0.45588235294117646,0.5441176470588235,0.9652795587848798,0.3235294117647059,0.5441176470588235,0.0,0.0,0.1323529411764706,1,1,-1.0,-1.0,4,8,35,12,3,0.535,8909,0.113,0.0008751556767309569,1,53.032876712328765,0.2711252475673814,8.566666666666666,-1292.665895467452,4961.7202266782915,742.4166666666666,4961.7202266782915,0.09589468698871953,3.751854253275325,0.0,0.0,0.1675815086473053,-1
6356,95400,36,2650,2,41562.32340425535,92354.8,200.0,23576.7433442569,27697.0,135.0,1.0,11706.59090909091,22,35760.0,23.6,-9195.12,25.0,-30.0,-33500.0,11910.440840987652,826.59375,26451.0,19734.215485537734,-180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19703.76923076923,35760.0,11287.986653620195,200.0,0.0,0.0,0.0,9.0,155.11111111111111,1396.0,265.0,83.98286200833545,23.6,25.0,-9195.12,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.470909090909,47.0,0.46808510638297873,0.5319148936170213,0.29989778549680146,0.2765957446808511,0.5319148936170213,0.0,0.0,0.19148936170212766,1,0,-1.0,-1.0,1,65,30,4,1,0.514,9307,0.118,0.004434404283801874,8,22.84109589041096,0.9680796645702306,8.933333333333334,-1029.3044776119405,2511.470909090909,775.5833333333334,2511.470909090909,0.2926729559748428,3.169685580677429,0.0,0.0,0.6309504925125312,1
5523,93888,36,2608,0,37510.494736842105,52378.2,600.0,14598.865783434978,34716.3,-12000.0,1.0,7084.7,12,15649.0,48.0,-7185.714285714285,7.0,-100.0,-15500.0,6092.188597274538,2618.846153846154,34045.0,12072.480370979789,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3000.0,5400.0,3394.1125496954282,600.0,5.0,15649.0,15649.0,5.0,154.28000000000003,771.4000000000001,213.8,66.96937359718993,48.0,7.0,-7185.714285714285,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.0142857142855,19.0,0.631578947368421,0.3684210526315789,0.6628005544291328,0.10526315789473684,0.3684210526315789,0.0,0.0,0.2631578947368421,1,1,-1.0,-1.0,6,38,36,5,1,0.505,8288,0.11,-0.0011790135586559245,6,43.16438356164384,0.5578796012269939,5.2,-1381.8681318681317,-101.0142857142855,690.6666666666666,-101.0142857142855,0.26482617586912066,3.8753590210565547,0.0,9.658226195968298,0.3847153254153548,1
6456,47016,12,3918,0,60382.08571428573,112901.6,200.0,23888.321559448163,58773.2,-14581.0,1.0,13031.063636363637,22,47705.0,32.8,-11395.5,20.0,-100.0,-51800.0,12487.341032126558,4462.038461538462,116013.0,22461.19335472765,-400.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,20371.35714285714,47705.0,14171.932605883867,200.0,0.0,0.0,0.0,8.0,185.55,1484.4,288.8,93.49814360265586,32.8,16.0,-10599.125,-100.0,4.0,-14581.0,-58324.0,-14581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.5636363636368,42.0,0.5238095238095238,0.47619047619047616,0.5205701247812253,0.3333333333333333,0.38095238095238093,0.09523809523809523,0.0,0.19047619047619047,1,1,-1.0,-1.0,2,48,20,7,3,0.735,8369,0.117,-0.0020938877995546053,4,35.964383561643835,2.4013442232431514,7.966666666666667,-1430.397489539749,1635.5636363636368,-517.6666666666666,420.4803030303035,-0.13212523396290624,3.4965075614664802,0.0,0.0,1.1977516855790706,1
7104,259740,60,4329,1,45198.152941176486,79633.5,800.0,19487.239666321322,67219.5,-12414.0,1.0,14443.35,10,38960.0,75.3,-11030.57142857143,7.0,-1300.0,-21500.0,6761.568527522364,6571.0,78852.0,20606.027414768276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,0.0,800.0,5.0,28570.4,25973.0,4.0,195.375,781.5,261.1,87.42727930495529,75.3,6.0,-10800.0,-1300.0,1.0,-12414.0,-12414.0,-12414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412.778571428571,17.0,0.5882352941176471,0.4117647058823529,0.8441108327525476,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.0,0.23529411764705882,1,0,-1.0,-1.0,4,15,40,18,2,0.5720000000000001,9893,0.096,0.00115360413899182,3,14.756164383561643,0.3065892815892816,5.166666666666667,-2134.9493087557603,3412.778571428571,-210.08333333333334,2378.278571428571,-0.048529298529298534,4.324132656254979,0.0,10.26016149647436,0.1971327438764201,1
6820,38148,12,3179,1,37462.093103448264,62324.6,900.0,13293.43180524371,56840.8,32706.0,1.0,8067.861111111111,18,32706.0,9.9,-8863.236363636364,11.0,-14.6,-20600.0,6190.691842964359,4658.133333333333,69872.0,17288.468811265364,-14.6,1.0,-9115.0,-18230.0,2.0,0.0,0.0,0.0,0.0,2,1350.0,1800.0,636.3961030678928,900.0,6.0,23621.0,21804.0,10.0,79.55,795.5,197.3,70.80679895163867,9.9,7.0,-10563.942857142858,-14.6,4.0,-5887.0,-23548.0,-621.0,4081.9449612490694,0.0,0.0,0.0,0.0,0.0,0.0,-795.375252525253,29.0,0.6206896551724138,0.3793103448275862,0.9120122712380024,0.06896551724137931,0.2413793103448276,0.13793103448275862,0.0,0.3448275862068966,1,1,-1.0,-1.0,0,0,0,0,1,1.0,12541,0.167,0.01114566294286997,2,28.91780821917808,1.6337579951766803,5.7,-1554.9537480063796,-795.375252525253,653.6666666666666,-1186.7919191919198,0.20562021600083882,2.312535423847214,0.0,10.069933760171793,0.9341598885090753,1
6876,86616,12,7218,1,25714.046666666673,48353.1,800.0,11715.975172745157,37253.1,-11100.0,1.0,4879.433333333333,12,17859.0,29.8,-7100.0,3.0,-2200.0,-11100.0,4517.742799230607,4097.444444444444,36877.0,10001.44320974617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9696.166666666666,17859.0,6248.015698337086,800.0,0.0,0.0,0.0,6.0,62.699999999999996,376.2,117.7,34.34052999008606,29.8,3.0,-7100.0,-2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2220.5666666666666,15.0,0.8,0.2,0.7704387102378131,0.4,0.2,0.0,0.0,0.4,1,0,-1.0,-1.0,1,35,36,9,0,0.365,9622,0.154,0.0007139363010166982,5,32.25205479452055,0.5582467442504849,4.166666666666667,-1703.9999999999998,-2220.5666666666666,801.8333333333334,-2220.5666666666666,0.1110880206890182,3.4011973816621555,0.0,0.0,0.3849651880293026,1
7097,75624,24,3151,1,50009.90869565217,89754.8,400.0,20688.41804888367,41954.8,-13500.0,1.0,11677.0,15,49887.0,50.5,-16650.0,8.0,-3200.0,-31100.0,10241.093691593687,4129.076923076923,53678.0,28641.055001115496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,28896.333333333332,49887.0,21380.75063852218,400.0,0.0,0.0,0.0,9.0,197.44444444444446,1777.0000000000002,318.9,98.96488153773427,50.5,8.0,-16650.0,-3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4973.0,23.0,0.6521739130434783,0.34782608695652173,0.46743795317910575,0.2608695652173913,0.34782608695652173,0.0,0.0,0.391304347826087,1,0,-1.0,-1.0,6,0,0,0,1,1.0,9897,0.14,-6.450447661067678e-05,6,35.06849315068493,1.1868560245424733,6.533333333333333,-2548.469387755102,-4973.0,-300.25,-6098.0,-0.09528721040939385,3.9259259105971376,0.0,0.0,0.7410667003299038,-1
4959,80952,24,3373,1,32590.624074074083,67529.6,1100.0,12061.70568187609,27840.6,-14.6,1.0,10394.786363636364,22,30354.0,13.5,-6276.39375,32.0,-14.6,-22400.0,6011.475326940242,1908.1515151515152,62969.0,14927.23961864938,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2400.0,3700.0,1838.4776310850236,1100.0,10.0,22259.6,20236.0,10.0,128.93,1289.3,203.0,49.41360698790927,13.5,27.0,-6093.133333333335,-14.6,5.0,-7266.0,-36330.0,-7266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4118.392613636363,54.0,0.4074074074074074,0.5925925925925926,0.41227254418803005,0.037037037037037035,0.5,0.09259259259259259,0.0,0.18518518518518517,2,0,-1.0,-1.0,0,0,0,0,1,1.0,12541,0.167,0.01114566294286997,5,48.95068493150685,0.8341931020851864,10.433333333333334,-601.5712859424921,4118.392613636363,439.5833333333333,3512.8926136363634,0.130324142701848,2.617395832834079,0.0,10.010573578644175,0.5570465015702141,1
6499,80952,24,3373,1,33312.53888888889,67529.6,1100.0,12270.895742079607,28749.1,-14.6,1.0,10395.177272727273,22,30354.0,13.5,-6248.26875,32.0,-14.6,-22400.0,6025.523936658952,1935.4242424242425,63869.0,14917.3035286004,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2400.0,3700.0,1838.4776310850236,1100.0,10.0,22259.6,20236.0,10.0,129.79000000000002,1297.9,202.5,49.42836455136081,13.5,27.0,-6059.800000000001,-14.6,5.0,-7266.0,-36330.0,-7266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4146.908522727273,54.0,0.4074074074074074,0.5925925925925926,0.4257259038999194,0.037037037037037035,0.5,0.09259259259259259,0.0,0.18518518518518517,2,0,-1.0,-1.0,0,0,0,0,1,1.0,12541,0.167,0.01114566294286997,5,48.95068493150685,0.8341931020851864,10.433333333333334,-598.8755990415335,4146.908522727273,439.5833333333333,3541.4085227272726,0.130324142701848,2.617395832834079,0.0,10.010573578644175,0.5570465015702141,1
5479,24516,12,2043,1,55582.226027397315,125254.2,200.0,29534.218113303326,78656.2,-14.6,1.0,20344.677419354837,31,49536.0,12.5,-13143.542857142858,42.0,-14.6,-59200.0,15756.345908641146,1400.0363636363636,77002.0,27708.240769745902,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,29948.285714285714,49536.0,16273.988162533662,100.0,0.0,0.0,0.0,10.0,177.1,1771.0,340.0,107.81887074575066,12.5,42.0,-13143.542857142855,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201.134562211979,73.0,0.4246575342465753,0.5753424657534246,0.6279725550121273,0.2876712328767123,0.5753424657534246,0.0,0.0,0.136986301369863,1,0,-1.0,-1.0,0,0,0,0,1,1.0,12541,0.167,0.01114566294286997,10,35.28493150684932,5.109079784630445,10.566666666666666,-1243.8684091933305,7201.134562211979,1045.0833333333333,7201.134562211979,0.511543481807799,2.5416019934645457,0.0,0.0,1.7951530715306223,1
5170,253200,60,4220,2,47302.54634146341,104417.9,800.0,26552.739504598176,81150.6,12950.0,1.0,13560.890476190476,21,46304.0,69.5,-10181.4,20.0,-30.0,-42600.0,12424.973414776176,2842.3928571428573,79587.0,22734.057823807947,-150.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,21774.23076923077,46304.0,15840.010901479025,800.0,0.0,0.0,0.0,8.0,214.2125,1713.7,376.2,120.79717874543735,69.5,20.0,-10181.4,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.4904761904763,41.0,0.5121951219512195,0.4878048780487805,0.777171347058311,0.3170731707317073,0.4878048780487805,0.0,0.0,0.1951219512195122,1,1,-1.0,-1.0,2,59,41,8,3,0.619,8363,0.108,0.0016905015394354445,1,43.88767123287671,0.41239296998420216,8.5,-1197.8117647058823,3379.4904761904763,696.9166666666666,3379.4904761904763,0.16514612954186414,4.244200317766478,0.0,0.0,0.2804379378742957,1
