account_id,balance_mean,balance_max,balance_min,balance_std,last_balance,first_balance,last_trans_date,last_trans,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,credit_std,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,household,pension,unknown_mean,unknown_sum,unknown_count,unknown_std,payment_statement_mean,payment_statement_sum,payment_statement_count,ins_payment_mean,ins_payment_sum,ins_payment_count,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,CC,CC_mean,CC_sum,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_sum,CAB_max,CAB_std,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_sum,WC_max,WC_std,WC_min,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,RAB_min,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,mean_trans_profit,total_ops,credit_ratio,withdrawal_ratio,balance_range,last_first_balance_ratio,last_max_balance_ratio,ratio_CC,ratio_CAB,ratio_WC,ratio_RAB,ratio_CCW,ratio_IC
15,41623.98642533934,66670.5,800.0,10452.874698430456,33564.3,800.0,1996-12-31,-14.6,1.0,9156.485185185184,81,25598.0,62.4,9456.663666300487,-5057.935714285711,140.0,-14.6,-46720.0,6120.321254570462,-3072.0,0.0,1202.5535714285713,134686.0,112,14154.92162766691,-14.60000000000001,-511.00000000000034,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,17494.428571428572,734766.0,25598.0,5155.714623140165,800.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,177.16153846153844,6909.299999999999,240.0,34.573435310217555,62.4,105.0,-5719.9142857142815,-600590.9999999995,-14.6,6949.444927909275,-46720.0,35.0,-3072.0,-107520.0,-3072.0,0.0,-3072.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.549470899473,221.0,0.3665158371040724,0.6334841628959276,65870.5,41.955375000000004,0.5034355524557338,0.19004524886877827,0.0,0.4751131221719457,0.1583710407239819,0.0,0.17647058823529413
18,43914.82673796788,155603.3,575.7,28240.4613556551,26769.0,1100.0,1996-12-31,104.5,1.0,10433.970967741934,93,47679.0,42.7,13303.697613630162,-10038.510638297872,94.0,-30.0,-70200.0,14160.435413195579,0.0,0.0,182.2268907563025,21685.0,119,21495.562969211544,-30.0,-960.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,16918.333333333332,964345.0,47679.0,13423.827469856586,200.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,167.06388888888884,6014.299999999998,454.6,101.95672233922946,42.7,94.0,-10038.510638297872,-943620.0,-30.0,14160.435413195577,-70200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.46032944406215,187.0,0.49732620320855614,0.5026737967914439,155027.59999999998,24.335454545454546,0.17203362653619816,0.3048128342245989,0.0,0.5026737967914439,0.0,0.0,0.1925133689839572
19,25197.092500000002,58157.5,715.0,15039.248404932325,15854.0,1000.0,1996-04-10,15139.0,1.0,5264.765217391306,46,22708.0,47.1,7280.994775173005,-6656.611764705883,34.0,-14.6,-18200.0,6810.912484934244,-15925.0,0.0,3513.425,140537.0,40,10322.788983820565,-14.599999999999998,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3044.4444444444443,27400.0,6500.0,1745.0724276596025,1000.0,13.0,16303.461538461539,211945.0,22708.0,2842.415393504399,15139.0,24.0,118.0916666666667,2834.2000000000007,237.1,63.484115895352076,47.1,34.0,-6656.611764705884,-226324.80000000005,-14.6,6810.912484934243,-18200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1391.846547314577,80.0,0.575,0.425,57442.5,15.854,0.2726045651893565,0.1125,0.1625,0.425,0.0,0.0,0.3
20,6510.0,12520.0,500.0,4751.32218440299,12520.0,500.0,1996-12-14,3005.0,1.0,2504.0,5,3005.0,500.0,1120.2700567273946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,12520.0,5,1120.2700567273946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,500.0,500.0,0.0,500.0,4.0,3005.0,12020.0,3005.0,0.0,3005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,5.0,1.0,0.0,12020.0,25.04,1.0,0.2,0.8,0.0,0.0,0.0,0.0
22,38711.6195402299,68159.8,1100.0,10068.888751037619,66600.5,1100.0,1996-12-31,-14.6,1.0,8918.285714285714,70,25310.0,26.8,9329.17036563795,-5362.301923076921,104.0,-14.6,-27600.0,5078.282500123859,-6352.0,0.0,2851.559523809524,239531.0,84,13623.959749701056,-14.600000000000007,-423.4000000000002,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,16727.864864864863,618931.0,25310.0,5817.841224114751,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,162.09090909090912,5349.000000000001,255.3,39.63052298762568,26.8,76.0,-4997.676315789471,-379823.3999999998,-14.6,5909.012067768314,-27600.0,28.0,-6352.0,-177856.0,-6352.0,0.0,-6352.0,0.0,0.0,0.0,0.0,0.0,0.0,3555.9837912087924,174.0,0.40229885057471265,0.5977011494252874,67059.8,60.54590909090909,0.9771228788816868,0.21264367816091953,0.0,0.4367816091954023,0.16091954022988506,0.0,0.1896551724137931
23,44445.3632478632,72983.2,800.0,11831.89653473553,71640.5,800.0,1996-12-31,-14.6,1.0,12021.319318181817,88,33132.0,39.8,12345.340398028146,-6755.036986301366,146.0,-14.6,-40480.0,7140.379189699351,-5807.0,0.0,2497.684210526316,284736.0,114,18346.99797503272,-14.60000000000001,-569.4000000000004,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,23327.466666666667,1049736.0,33132.0,5813.825378120047,800.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,189.30465116279072,8140.100000000001,271.9,39.453601160328475,39.8,108.0,-7088.6055555555495,-765569.3999999993,-14.6,8286.153753717657,-40480.0,38.0,-5807.0,-220666.0,-5807.0,0.0,-5807.0,0.0,0.0,0.0,0.0,0.0,0.0,5266.282331880451,234.0,0.37606837606837606,0.6239316239316239,72183.2,89.550625,0.98160261539642,0.19230769230769232,0.0,0.46153846153846156,0.1623931623931624,0.0,0.18376068376068377
24,13640.199999999999,19995.1,1000.0,10946.78962390344,19995.1,1000.0,1996-12-31,69.6,1.0,6665.033333333333,3,18925.5,69.6,10628.061591999425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9962.75,19925.5,2,12675.242606159458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9962.75,19925.5,18925.5,12675.242606159458,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.6,69.6,69.6,0.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.033333333333,3.0,1.0,0.0,18995.1,19.995099999999997,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
26,34495.16441441441,83469.3,800.0,14005.848096844957,29924.7,800.0,1996-12-31,-14.6,1.0,13099.725882352937,85,37203.0,68.8,13810.719594171984,-7909.140145985396,137.0,-14.6,-29100.0,6201.73815746393,-10387.0,0.0,3684.3425925925926,397909.0,108,19105.611691241047,-14.60000000000001,-540.2000000000004,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1100.0,3300.0,1300.0,264.5751311064591,800.0,41.0,26919.243902439026,1103689.0,37203.0,4724.14546653936,24802.0,41.0,158.23658536585364,6487.699999999999,323.7,47.3062985029349,68.8,101.0,-7025.94257425742,-709620.1999999995,-14.6,7022.076178871123,-29100.0,36.0,-10387.0,-373932.0,-10387.0,0.0,-10387.0,0.0,0.0,0.0,0.0,0.0,0.0,5190.585736367541,222.0,0.38288288288288286,0.6171171171171171,82669.3,37.405875,0.35851145271375223,0.013513513513513514,0.18468468468468469,0.45495495495495497,0.16216216216216217,0.0,0.18468468468468469
27,24505.148113207557,40464.1,900.0,6712.286548243526,21165.0,900.0,1996-12-31,-14.6,1.0,4654.361445783134,83,12940.0,14.4,4742.862788027545,-2830.5968992248054,129.0,-14.6,-8800.0,2318.9953351322874,-4054.0,0.0,1494.6538461538462,155444.0,104,6663.153540352731,-14.60000000000001,-511.00000000000034,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,8687.363636363636,382244.0,12940.0,2734.1794491295345,800.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,104.3076923076923,4068.0,142.5,28.70727383173475,14.4,95.0,-2392.747368421054,-227311.00000000015,-14.6,2566.6636667182383,-8800.0,34.0,-4054.0,-137836.0,-4054.0,0.0,-4054.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.7645465583282,212.0,0.3915094339622642,0.6084905660377359,39564.1,23.516666666666666,0.5230562399756822,0.20754716981132076,0.0,0.4481132075471698,0.16037735849056603,0.0,0.18396226415094338
29,35945.53672316384,59950.3,700.0,9464.422580118886,27313.8,700.0,1996-12-31,-14.6,1.0,9670.149019607843,51,26667.0,29.2,10108.135214793525,-3697.3301587301576,126.0,-8.0,-18000.0,4412.449989042728,-6871.0,0.0,1795.8444444444444,161626.0,90,11992.025548757285,-14.600000000000001,-306.6,21.0,-8.0,-168.0,21.0,0.0,0.0,0.0,0.0,26,18830.576923076922,489595.0,26667.0,5130.005131951249,700.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,143.304,3582.6000000000004,205.4,33.686823338906066,29.2,64.0,-4857.290625,-310866.6,-14.6,5175.568758798745,-18000.0,62.0,-2499.951612903226,-154997.0,-8.0,3059.950778707414,-6871.0,0.0,0.0,0.0,0.0,0.0,0.0,5972.818860877685,177.0,0.288135593220339,0.711864406779661,59250.3,39.01971428571429,0.45560739479201934,0.14689265536723164,0.0,0.3615819209039548,0.3502824858757062,0.0,0.14124293785310735
30,54255.894117647105,129089.9,400.0,27317.748869509644,34787.8,400.0,1996-12-31,-14.6,1.0,17159.8,60,49290.0,3.9,16670.084250608117,-13089.473684210521,76.0,-14.6,-60200.0,15703.837137102242,0.0,0.0,327.12631578947367,31077.0,95,26411.073926315865,-14.6,-292.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,26297.05128205128,1025585.0,49290.0,13661.631523798238,400.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,190.61904761904762,4003.0,390.2,95.89519601652431,3.9,76.0,-13089.47368421052,-994799.9999999995,-14.6,15703.837137102246,-60200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070.326315789478,136.0,0.4411764705882353,0.5588235294117647,128689.9,86.96950000000001,0.26948506428465746,0.2867647058823529,0.0,0.5588235294117647,0.0,0.0,0.15441176470588236
31,64057.862,128844.3,800.0,25917.535343656316,39641.2,800.0,1996-12-31,-14.6,1.0,17936.046296296296,108,49537.0,110.4,16411.202223973556,-13362.33521126761,142.0,-14.6,-61700.0,12104.78873137543,-10202.0,0.0,2154.331210191083,338230.0,157,26032.915787564347,-14.600000000000009,-452.60000000000025,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,25383.802631578947,1929169.0,49537.0,13947.563348503796,800.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,247.62500000000003,7924.000000000001,345.8,67.65886919425392,110.4,112.0,-14208.85357142858,-1591391.600000001,-14.6,13516.844122903467,-61700.0,30.0,-10202.0,-306060.0,-10202.0,0.0,-10202.0,0.0,0.0,0.0,0.0,0.0,0.0,4573.711085028686,250.0,0.432,0.568,128044.3,49.5515,0.3076674715140677,0.304,0.0,0.448,0.12,0.0,0.128
32,47728.70307692307,75123.2,700.0,12302.5874724203,51449.1,700.0,1996-12-31,225.9,1.0,8773.817647058824,34,24822.0,12.5,9242.558336418731,-7963.716129032259,31.0,-14.6,-21500.0,7687.454164246955,0.0,0.0,1318.6486486486488,48790.0,37,15908.0780810956,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,16416.11111111111,295490.0,24822.0,5866.155830032324,700.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,176.23749999999998,2819.7999999999997,225.9,53.55426998226504,12.5,31.0,-7963.71612903226,-246875.20000000007,-14.6,7687.454164246955,-21500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.1015180265649,65.0,0.5230769230769231,0.47692307692307695,74423.2,73.49871428571429,0.6848629983813256,0.27692307692307694,0.0,0.47692307692307695,0.0,0.0,0.24615384615384617
33,60322.367136150206,103726.0,600.0,14573.014582855621,103711.4,600.0,1996-12-31,-14.6,1.0,12667.771951219514,82,35384.0,21.8,13135.10805844327,-7137.752671755721,131.0,-14.6,-27000.0,8314.47379534238,-3892.0,0.0,2259.0686274509803,230425.0,102,20329.33467874421,-14.60000000000001,-525.6000000000004,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,24493.45238095238,1028725.0,35384.0,6868.2297651893705,600.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,250.80749999999998,10032.3,406.4,59.48243605231671,21.8,85.0,-9072.065882352934,-771125.5999999994,-14.6,9789.246667712594,-27000.0,35.0,-3892.0,-136220.0,-3892.0,0.0,-3892.0,11.0,-2518.181818181818,-27700.0,-900.0,1256.8358538951552,-4500.0,5530.019279463793,213.0,0.38497652582159625,0.6150234741784038,103126.0,172.85233333333332,0.9998592445481363,0.19718309859154928,0.0,0.39906103286384975,0.1643192488262911,0.051643192488262914,0.18779342723004694
34,54321.24435483867,94579.7,600.0,17282.18751615931,42176.5,600.0,1996-12-31,-30.0,1.0,17252.225316455697,79,47768.0,59.6,17871.630707844095,-7815.082840236686,169.0,-30.0,-36300.0,9136.904861356365,-502.0,0.0,367.0357142857143,51385.0,140,22876.52401068975,-30.0,-1050.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600.0,600.0,600.0,0.0,600.0,39.0,34702.97435897436,1353416.0,47768.0,6190.486808028741,31845.0,39.0,228.45641025641024,8909.8,331.6,58.55419799266405,59.6,100.0,-10912.31,-1091231.0,-30.0,10608.230734055971,-36300.0,69.0,-3326.3478260869565,-229518.0,-502.0,2804.101344071945,-6070.0,0.0,0.0,0.0,0.0,0.0,0.0,9437.14247621901,248.0,0.3185483870967742,0.6814516129032258,93979.7,70.29416666666667,0.4459360729628028,0.004032258064516129,0.15725806451612903,0.4032258064516129,0.2782258064516129,0.0,0.15725806451612903
35,21336.89294605808,32520.4,600.0,5396.817341999668,15794.5,600.0,1996-12-31,-14.6,1.0,2874.0848101265815,79,5446.0,57.6,2689.229600818821,-1304.0629629629639,162.0,-14.6,-14950.0,1533.4233383656917,-1022.0,5446.0,-1936.0,-172304.0,89,1790.7368468162633,-14.60000000000001,-540.2000000000004,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600.0,600.0,600.0,0.0,600.0,41.0,5446.0,223286.0,5446.0,0.0,5446.0,37.0,85.58648648648648,3166.7,121.6,20.199988478574298,57.6,88.0,-1398.2977272727285,-123050.2000000001,-14.6,2075.3727595372493,-14950.0,74.0,-1192.0,-88208.0,-1022.0,171.16042302751796,-1362.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0218471636176,241.0,0.3278008298755187,0.6721991701244814,31920.4,26.324166666666667,0.4856797579365567,0.004149377593360996,0.17012448132780084,0.3651452282157676,0.3070539419087137,0.0,0.15352697095435686
36,42214.865983606614,70709.2,500.0,12201.694233460483,27077.7,500.0,1996-12-31,-14.6,1.0,10641.098837209303,86,29778.0,74.4,10997.44903162434,-5620.612658227845,158.0,-14.6,-41120.0,6647.27908838042,-4069.0,0.0,1387.984126984127,174886.0,126,15766.722686967832,-14.60000000000001,-554.8000000000004,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,20631.045454545456,907766.0,29778.0,5474.592519420948,500.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,175.44047619047618,7368.499999999999,258.2,35.799223724543346,74.4,120.0,-6111.956666666662,-733434.7999999995,-14.6,7568.6198605648515,-41120.0,38.0,-4069.0,-154622.0,-4069.0,0.0,-4069.0,0.0,0.0,0.0,0.0,0.0,0.0,5020.486178981459,244.0,0.3524590163934426,0.6475409836065574,70209.2,54.1554,0.38294451075673325,0.18032786885245902,0.0,0.4918032786885246,0.1557377049180328,0.0,0.1721311475409836
39,26628.725316455697,36322.3,1100.0,4819.697591851459,29686.1,1100.0,1996-12-31,-14.6,1.0,3387.0039473684205,76,6474.0,39.3,3192.4189000167585,-1414.4472049689448,161.0,-14.6,-5700.0,1453.9010699692615,-145.0,6474.0,-2402.608695652174,-221040.0,92,1193.9084117920147,-14.60000000000001,-511.00000000000034,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100.0,1100.0,1100.0,0.0,1100.0,39.0,6474.0,252486.0,6474.0,0.0,6474.0,36.0,106.28611111111108,3826.299999999999,124.7,17.576073879449666,39.3,91.0,-1304.4065934065943,-118701.00000000009,-14.6,1475.7943004664905,-5700.0,70.0,-1557.5,-109025.0,-145.0,1422.698688398571,-2970.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.5567423994758,237.0,0.3206751054852321,0.679324894514768,35222.3,26.987363636363636,0.8172968121512127,0.004219409282700422,0.16455696202531644,0.38396624472573837,0.29535864978902954,0.0,0.1518987341772152
