loan_id,date,amount,duration,payments,frequency,balance_mean,balance_max,balance_min,balance_std,last_balance,first_balance,last_trans,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,credit_std,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,unknown_mean,unknown_sum,unknown_count,unknown_std,payment_statement_mean,payment_statement_sum,payment_statement_count,ins_payment_mean,ins_payment_sum,ins_payment_count,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,CC,CC_mean,CC_sum,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_sum,CAB_max,CAB_std,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_sum,WC_max,WC_std,WC_min,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,RAB_min,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,mean_trans_profit,total_ops,credit_ratio,withdrawal_ratio,balance_range,last_first_balance_ratio,last_max_balance_ratio,ratio_CC,ratio_CAB,ratio_WC,ratio_RAB,ratio_CCW,ratio_IC,owner_count,disponent_count,owner_gender,card_type,has_card,region,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,ratio entrepeneurs,criminality_growth,unemploymant_growth,account_age_on_loan,days_since_last_transaction,owner_age_on_loan,max_value_in_account_to_loan_ratio,last_value_in_account_to_loan_ratio,account_age_months,trans_per_month,credit_per_month,withdrawal_per_month,salary_from_month_records,withdrawal_to_credit_month_ratio,expected_month_income,actual_month_income,expected_income_to_payments_ratio,actual_income_to_payments_ratio,ratio_actual_salary_to_expected,log_credit_min,log_sanctions_std,log_CAB_sum,log_CAB_mean,log_max_value_in_account_to_loan_ratio,log_criminality_growth,status 
6903,1994-06-04,52128,24,2172,1,33459.68028169013,59944.2,144.2,20087.365029779434,58659.8,900.0,118.1,1.0,6244.838461538463,39,44473.0,38.7,12442.414305926479,-5771.99375,32.0,-0.1,-27300.0,6910.801438698768,1633.2058823529412,55529.0,34,17284.8429096383,-14.6,-73.0,5.0,0.0,0.0,0.0,-0.3,-1.8,6.0,0.1673320053068151,13,18473.69230769231,240158.0,44473.0,15723.427114683658,900.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,130.41153846153844,3390.7,234.9,56.845582603562626,38.7,32.0,-5771.993750000001,-184703.80000000002,-0.1,6910.80143869877,-27300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.84471153846334,71.0,0.5492957746478874,0.4507042253521127,59800.0,65.17755555555556,0.9785734066014729,0.18309859154929578,0.0,0.4507042253521127,0.0,0.0,0.36619718309859156,1,1,1,-1.0,-1.0,1,75637,35,36,9,0,7,0.365,9622,0.154,0.0007139363010166982,0.13999999999999996,264,4,34.90684931506849,1.1499424493554327,1.1253031000613873,8.8,8.068181818181818,709.6407342657344,-655.9083806818181,472.84471153846334,-0.9242823149949063,801.8333333333334,472.84471153846334,0.3691682013505218,0.21770014343391497,0.5897044833154812,3.660994250624401,0.15472080753654952,0.0,0.0,0.7233168967700501,0.036786601116651683,1
5918,1994-06-04,300204,36,8339,1,34084.4605633803,57676.7,300.0,11447.547499735841,33932.8,300.0,-14.6,1.0,9277.392592592594,27,28365.0,83.6,10500.672949677884,-4921.745454545455,44.0,-14.6,-18300.0,4051.120600723554,1813.7209302325582,77990.0,43,12490.519218544809,-14.599999999999998,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,16575.333333333332,248630.0,28365.0,8739.574700886818,200.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,154.96666666666667,1859.6,231.1,44.89973341352999,83.6,44.0,-4921.745454545456,-216556.80000000005,-14.6,4051.1206007235533,-18300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355.647138047139,71.0,0.38028169014084506,0.6197183098591549,57376.7,113.10933333333334,0.5883276955859126,0.2112676056338028,0.0,0.6197183098591549,0.0,0.0,0.16901408450704225,1,1,0,-1.0,-1.0,6,161954,21,37,20,3,8,0.48,8720,0.116,-0.00048161823727725157,0.77,364,4,30.246575342465754,0.19212502165194334,0.11303247125288138,12.133333333333333,5.851648351648352,764.6202686202688,-405.6383616383617,4355.647138047139,-0.53050955917023,249.58333333333334,3878.563804713806,0.02992964783946916,0.46511138082669456,15.540155477985198,4.428433007488037,0.0,0.0,0.0,0.09843387739747786,0.035633563358041645,1
6642,1994-06-05,77640,12,6470,2,55570.304999999986,117489.5,700.0,23174.951836868207,30825.8,700.0,-6000.0,1.0,18776.67727272727,22,58227.0,138.1,20932.090929910235,-10059.5,38.0,-30.0,-35000.0,9776.6714413942,643.3636363636364,28308.0,44,23782.217659312726,-30.0,-180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1400.0,2800.0,2100.0,989.9494936611666,700.0,10.0,40758.9,407589.0,58227.0,6137.6647106208065,38818.0,10.0,269.79,2697.9,373.4,78.13102172348415,138.1,38.0,-10059.5,-382261.0,-30.0,9776.6714413942,-35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8717.17727272727,60.0,0.36666666666666664,0.6333333333333333,116789.5,44.036857142857144,0.2623706799331004,0.03333333333333333,0.16666666666666666,0.6333333333333333,0.0,0.0,0.16666666666666666,1,1,0,-1.0,-1.0,7,67298,71,19,10,0,7,0.43799999999999994,8561,0.11,0.0014562096941959641,0.64,333,3,26.923287671232877,1.5132599175682637,0.3970350334878928,11.1,5.405405405405405,1691.5925470925467,-906.2612612612613,8717.17727272727,-0.535744416005446,713.4166666666666,8717.17727272727,0.11026532715095311,1.3473226078403817,12.218914527827033,4.929425238670713,0.0,12.918017046173025,10.61545403394798,0.8856568021073095,0.03750180911222971,1
6210,1994-06-06,87216,48,1817,1,28362.248484848482,41410.0,200.0,8425.33267236824,21579.1,200.0,126.8,1.0,3691.823809523809,21,16356.0,16.7,5452.599528931569,-4653.099999999999,12.0,-14.6,-12600.0,3637.8566991617968,1798.1176470588234,30568.0,17,8580.135560426426,-14.6,-29.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1800.0,5400.0,4200.0,2116.6010488516727,200.0,6.0,11812.666666666666,70876.0,16356.0,2225.769679608981,10904.0,12.0,104.35833333333333,1252.3,150.1,44.87595951536014,16.7,12.0,-4653.099999999999,-55837.2,-14.6,3637.8566991617968,-12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-961.2761904761905,33.0,0.6363636363636364,0.36363636363636365,41210.0,107.8955,0.5211084279159623,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,0.0,0.36363636363636365,1,1,0,-1.0,-1.0,5,58796,22,16,7,1,5,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,192,6,30.084931506849315,0.4747982021647404,0.24742134470739313,6.4,5.15625,576.8474702380951,-727.0468749999999,-961.2761904761905,-1.2603797581012355,332.9166666666667,-1382.1095238095238,0.18322326178682813,-0.7606546636265954,-4.151517968889683,2.8273136219290276,0.0,11.168701259326799,9.377012332357113,0.3265045958153285,0.03665582689489143,-1
6279,1994-06-07,87360,24,3640,1,36783.95000000002,69174.6,200.0,13552.449489852383,29072.5,200.0,138.1,1.0,8544.575,16,49341.0,63.3,15833.24865467181,-7689.657142857142,14.0,-14.6,-22800.0,6783.865046929004,1527.9444444444443,27503.0,18,19269.521424724295,-14.6,-29.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22521.5,135129.0,49341.0,19416.277488231364,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,158.42,1584.1999999999998,207.8,40.463064090050764,63.3,14.0,-7689.657142857143,-107655.20000000001,-14.6,6783.865046929002,-22800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.9178571428583,30.0,0.5333333333333333,0.4666666666666667,68974.6,145.3625,0.4202770959282742,0.2,0.0,0.4666666666666667,0.0,0.0,0.3333333333333333,1,1,0,-1.0,-1.0,3,85852,41,23,4,2,4,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,321,7,31.931506849315067,0.7918337912087913,0.33278960622710624,10.7,2.8037383177570097,798.5584112149534,-718.6595460614152,854.9178571428583,-0.8999461228741209,747.0833333333334,854.9178571428583,0.205242673992674,0.23486754317111494,1.1443406899848634,4.151039905898646,0.0,0.0,0.0,0.5324796004446187,0.03799512547392324,1
7249,1994-06-12,69360,48,1445,1,33857.10641025642,52365.0,1100.0,9598.2528518684,38665.0,1100.0,-13700.0,1.0,6597.1322580645165,31,17782.0,34.2,6641.690982091187,-3528.638297872341,47.0,-14.6,-13700.0,3912.7483514761907,685.2962962962963,37006.0,54,8618.092856113224,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,11923.882352941177,202706.0,17782.0,3994.201858355949,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,128.93571428571428,1805.1000000000001,164.4,33.89364830767552,34.2,47.0,-3528.638297872341,-165846.00000000003,-14.6,3912.7483514761907,-13700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3068.4939601921756,78.0,0.3974358974358974,0.6025641025641025,51265.0,35.15,0.7383748687100162,0.21794871794871795,0.0,0.6025641025641025,0.0,0.0,0.1794871794871795,1,1,0,-1.0,-1.0,2,112709,48,20,7,3,10,0.735,8369,0.117,-0.0020938877995546053,0.52,450,2,52.90958904109589,0.7549740484429066,0.5574538638985006,15.0,5.2,439.8088172043011,-235.2425531914894,3068.4939601921756,-0.5348745727446704,697.4166666666666,3068.4939601921756,0.482641291810842,2.1235252319669033,4.399800158000491,3.5380565643793527,0.0,0.0,0.0,0.5105998780993675,0.03407652160495174,1
6736,1994-06-14,288360,60,4806,0,33211.759999999995,58495.8,800.0,16686.231188764254,43313.2,800.0,17.5,1.0,8081.299999999999,8,27116.0,8.7,11968.690657831256,-10600.0,2.0,-6000.0,-15200.0,6505.382386916237,7212.333333333333,43274.0,6,17205.349792046272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16118.5,64474.0,27116.0,12727.432982865528,800.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.099999999999994,176.39999999999998,137.1,62.10399879771565,8.7,2.0,-10600.0,-21200.0,-6000.0,6505.382386916237,-15200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2518.7000000000007,10.0,0.8,0.2,57695.8,54.14149999999999,0.7404497416908563,0.4,0.0,0.2,0.0,0.0,0.4,1,1,0,-1.0,-1.0,0,1204953,0,0,0,1,1,1.0,12541,0.167,0.01114566294286997,0.14,107,14,58.536986301369865,0.2028568456096546,0.1502052989318907,3.566666666666667,2.803738317757009,2265.785046728972,-2971.96261682243,-2518.7000000000007,-1.3116701520794922,1045.0833333333333,-2518.7000000000007,0.21745387709807185,-0.5240740740740742,-2.410047045690137,2.186051276738094,0.0,0.0,0.0,0.10811266219397961,0.046791337917245907,1
6112,1994-06-17,174744,24,7281,1,26252.81440677965,96659.4,-1369.2,23430.521918399387,6930.8,300.0,8300.0,-1.0,11542.828947368422,38,46739.0,33.3,13739.947130841829,-5396.2074999999995,80.0,-0.2,-37500.0,7325.516190526409,2297.9655172413795,133282.0,58,17459.302482967996,-14.599999999999996,-204.39999999999995,14.0,-1017.0,-14238.0,14.0,-0.4000000000000001,-1.2000000000000002,3.0,0.19999999999999996,23,18999.782608695652,436995.0,46739.0,13047.11129977723,300.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,108.83333333333331,1632.4999999999998,308.3,86.80254823997035,33.3,38.0,-7235.226315789473,-274938.6,-0.2,9842.537576356592,-37500.0,42.0,-3732.3333333333335,-156758.0,-1017.0,3163.0678891773277,-8110.0,0.0,0.0,0.0,0.0,0.0,0.0,6146.621447368422,118.0,0.3220338983050847,0.6779661016949152,98028.59999999999,23.102666666666668,0.07170332114621031,0.19491525423728814,0.0,0.3220338983050847,0.3559322033898305,0.0,0.1271186440677966,1,1,1,-1.0,-1.0,1,95616,65,30,4,1,6,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,452,2,15.580821917808219,0.5531486059607197,0.039662592134780024,15.066666666666666,7.831858407079646,766.1169655333024,-358.1553650442478,6146.621447368422,-0.4674943659483274,99.75,5470.788114035089,0.013700041203131438,0.7513786724399244,54.84499362441192,3.5115454388310208,0.1823215567939546,0.0,0.0,0.3814900043587133,0.040366277815714495,-1
5319,1994-06-23,239460,60,3991,1,40061.580434782605,74408.8,300.0,16062.53213841481,36240.6,300.0,-7400.0,1.0,13387.93888888889,18,35918.0,30.4,14074.988489145388,-7312.228571428573,28.0,-14.6,-23200.0,6737.022832899209,1729.7,51891.0,30,17768.534044183565,-14.6,-58.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,300.0,0.0,300.0,9.0,26605.666666666668,239451.0,35918.0,5279.59674122939,23945.0,8.0,153.9875,1231.9,216.6,63.397553749561744,30.4,20.0,-8046.920000000001,-160938.40000000002,-14.6,7863.255060931392,-23200.0,8.0,-5475.5,-43804.0,-4206.0,1357.152586431291,-6745.0,0.0,0.0,0.0,0.0,0.0,0.0,6075.710317460317,46.0,0.391304347826087,0.6086956521739131,74108.8,120.80199999999999,0.4870472309726806,0.021739130434782608,0.1956521739130435,0.43478260869565216,0.17391304347826086,0.0,0.17391304347826086,1,1,1,-1.0,-1.0,4,228848,15,40,18,2,6,0.5720000000000001,9893,0.096,0.00115360413899182,0.6299999999999999,274,4,51.81095890410959,0.3107358222667669,0.15134302179904785,9.133333333333333,5.036496350364963,1465.8327250608274,-800.6089676746612,6075.710317460317,-0.5461803069251565,473.9166666666667,5725.210317460317,0.11874634594504302,1.4345302724781552,12.080626658963215,3.4210000089583352,0.0,12.386108258210294,10.188917089934614,0.20053160957151459,0.03721029917308976,1
6596,1994-06-25,91584,24,3816,1,50765.41612903226,83039.4,1000.0,18234.741089032894,49842.9,1000.0,-27900.0,1.0,18390.37142857143,14,47906.0,29.4,19525.382423613413,-12213.070588235294,17.0,-14.6,-30600.0,10065.343185391439,2126.2608695652175,48904.0,23,24994.116715407232,-14.6,-29.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000.0,1000.0,1000.0,0.0,1000.0,7.0,36499.57142857143,255497.0,47906.0,7792.074132457564,31937.0,6.0,161.36666666666667,968.2,206.9,66.58824721125093,29.4,17.0,-12213.070588235294,-207622.2,-14.6,10065.343185391437,-30600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6177.300840336136,31.0,0.45161290322580644,0.5483870967741935,82039.4,49.8429,0.6002319380920383,0.03225806451612903,0.22580645161290322,0.5483870967741935,0.0,0.0,0.1935483870967742,1,1,1,-1.0,-1.0,3,133777,24,17,7,3,11,0.847,8705,0.116,0.001562301441951905,1.8600000000000003,211,1,42.635616438356166,0.9067020440251572,0.5442315251572327,7.033333333333333,4.407582938388626,2614.7447528774546,-1736.4555338723167,6177.300840336136,-0.6641013551939994,725.4166666666666,6177.300840336136,0.19009870719776378,1.618789528389973,8.515520974616157,3.3877743613300146,0.0,12.450969860806609,10.505083195025335,0.5977471507838152,0.03760399068585217,1
5837,1994-06-29,244560,60,4076,1,38426.72857142858,72512.5,1000.0,15757.722747155978,21326.1,1000.0,-4107.0,1.0,12456.16111111111,18,36680.0,65.4,14326.749994621905,-8453.533333333335,24.0,-14.6,-24600.0,7687.372414928074,2441.464285714286,68361.0,28,17860.370705542984,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1033.3333333333333,3100.0,1400.0,351.18845842842467,700.0,8.0,27509.75,220078.0,36680.0,5660.001179959494,24453.0,7.0,147.55714285714285,1032.8999999999999,199.3,45.89741667177857,65.4,20.0,-7743.040000000001,-154860.80000000002,-14.6,8267.325933259004,-24600.0,4.0,-12006.0,-48024.0,-12006.0,0.0,-12006.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.627777777776,42.0,0.42857142857142855,0.5714285714285714,71512.5,21.3261,0.2941023961385968,0.07142857142857142,0.19047619047619047,0.47619047619047616,0.09523809523809523,0.0,0.16666666666666666,1,1,1,-1.0,-1.0,6,109164,98,16,6,1,4,0.636,8757,0.096,0.002372577040049833,0.5700000000000003,258,9,26.964383561643835,0.29650188092901536,0.08720191364082433,8.6,4.883720930232558,1448.390826873385,-982.9689922480622,4002.627777777776,-0.6786628125572843,-270.75,3002.127777777776,-0.06642541707556428,0.7365377276196703,-11.088191238329735,4.183575695950044,0.0,12.301741851785879,10.22233211636052,0.18881567333117827,0.03838405813140171,1
5657,1994-07-05,4980,12,415,1,30533.371739130445,41106.2,800.0,8705.183539928967,22500.3,800.0,800.0,1.0,5352.515789473684,19,15528.0,35.6,5855.277787533337,-2933.2370370370368,27.0,-14.6,-16000.0,3809.778495090288,1079.851851851852,29156.0,27,8155.464613014458,-14.6,-58.4,4.0,-1540.0,-6160.0,4.0,0.0,0.0,0.0,0.0,11,9151.636363636364,100668.0,15528.0,4899.327122630766,800.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,128.725,1029.8,165.1,42.309564943571395,35.6,17.0,-3732.847058823529,-63458.399999999994,-14.6,4614.246626226979,-16000.0,10.0,-1573.9,-15739.0,-489.0,904.7405337075008,-2704.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.278752436647,46.0,0.41304347826086957,0.5869565217391305,40306.2,28.125375,0.5473699831169021,0.2391304347826087,0.0,0.3695652173913043,0.21739130434782608,0.0,0.17391304347826086,1,1,1,-1.0,-1.0,6,86513,38,36,5,1,5,0.505,8288,0.11,-0.0011790135586559245,0.7299999999999995,242,2,41.96986301369863,8.25425702811245,4.518132530120482,8.066666666666666,5.702479338842975,663.5350152240104,-363.6244260789715,2419.278752436647,-0.5480109078436672,649.9166666666666,2378.528752436647,1.5660642570281122,5.7313945841846925,3.659744201723268,3.577947893406655,0.0,0.0,0.0,2.215454448458459,0.034960354616234764,1
5533,1994-07-05,111384,24,4641,1,65097.22434210523,141386.0,500.0,26285.863067554477,52318.9,500.0,31759.0,1.0,19164.74909090909,55,49388.0,29.0,16819.19548966545,-10327.2412371134,97.0,-14.6,-61700.0,14303.941297620799,1343.7314814814815,145123.0,108,24571.595196051596,-14.599999999999996,-204.39999999999995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,26927.51282051282,1050173.0,49388.0,13762.106291269507,500.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,243.01250000000002,3888.2000000000003,368.6,82.93447915875117,29.0,69.0,-12970.904347826085,-894992.3999999998,-14.6,16136.239806269055,-61700.0,28.0,-3812.5,-106750.0,-733.0,3136.0093005814465,-6892.0,0.0,0.0,0.0,0.0,0.0,0.0,8837.507853795689,152.0,0.3618421052631579,0.6381578947368421,140886.0,104.6378,0.3700430028432801,0.2565789473684211,0.0,0.45394736842105265,0.18421052631578946,0.0,0.10526315789473684,1,1,0,-1.0,-1.0,1,75637,35,36,9,0,7,0.365,9622,0.154,0.0007139363010166982,0.13999999999999996,472,3,27.416438356164385,1.269356460532931,0.4697164763341234,15.733333333333333,9.661016949152543,1218.0984591679505,-656.392451511445,8837.507853795689,-0.5388664984929121,227.5,8263.174520462355,0.049019607843137254,1.780472855087773,36.32164624379057,3.374168709274236,0.0,0.0,0.0,0.7796334890117624,0.036786601116651683,1
6232,1994-07-08,276660,36,7685,1,19256.894827586206,32720.4,500.0,6029.338312664938,19783.2,500.0,4987.0,1.0,3712.366666666667,30,11600.0,9.5,3346.6496014241834,-3270.985714285714,28.0,-14.6,-9800.0,2771.900990657961,1172.6571428571428,41043.0,35,5755.882295238382,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5532.15,110643.0,11600.0,2576.193117046117,300.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,72.80000000000001,728.0000000000001,106.1,26.89840970102962,9.5,28.0,-3270.9857142857145,-91587.6,-14.6,2771.9009906579604,-9800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.38095238095275,58.0,0.5172413793103449,0.4827586206896552,32220.4,39.5664,0.604613635530128,0.3448275862068966,0.0,0.4827586206896552,0.0,0.0,0.1724137931034483,1,1,0,-1.0,-1.0,6,124605,11,42,14,1,8,0.46,8772,0.126,0.002439709481963003,0.29000000000000004,314,1,45.16986301369863,0.11826935588809369,0.07150726523530687,10.466666666666667,5.54140127388535,354.6847133757962,-312.5145586897179,441.38095238095275,-0.881105237706148,470.2857142857143,180.66666666666703,0.06119527837159587,0.023509000216872744,0.3841636289995958,2.272125885509337,0.0,0.0,0.0,0.02915655999233746,0.038448660498576294,-1
6888,1994-07-11,39576,12,3298,1,48944.827826086956,103467.2,300.0,26896.8541402657,23901.1,300.0,-9493.0,1.0,9203.384905660378,53,49603.0,21.3,15028.592443283107,-7481.906451612903,62.0,-14.6,-38400.0,8982.289521177372,2246.3728813559323,132536.0,59,20019.718529402286,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22967.761904761905,482323.0,49603.0,16054.214106909008,300.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,170.5125,5456.4,385.9,98.74516158011932,21.3,39.0,-7840.3897435897425,-305775.19999999995,-14.6,11163.81114890041,-38400.0,23.0,-6874.04347826087,-158103.0,-4017.0,2796.8884574609447,-9493.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.4784540474748,115.0,0.4608695652173913,0.5391304347826087,103167.2,79.67033333333333,0.23100170875407858,0.1826086956521739,0.0,0.3391304347826087,0.2,0.0,0.2782608695652174,1,1,1,-1.0,-1.0,3,105058,32,19,7,2,10,0.81,9272,0.118,0.0015705610234346742,0.4200000000000004,522,6,14.2,2.6143925611481706,0.6039291489791793,17.4,6.609195402298851,528.9301669919757,-429.994623655914,1721.4784540474748,-0.8129515964296234,-18.416666666666668,930.3951207141414,-0.005584192439862543,0.2821088904530447,-50.519192074976,3.068052935133617,0.0,0.0,0.0,1.2600815448515,0.037611945409726684,1
6066,1994-07-11,173808,24,7242,0,61218.658666666684,134416.6,1000.0,24967.390839870233,94431.9,1000.0,49681.0,1.0,26907.226923076927,26,74522.0,43.3,27882.022007000247,-12350.122448979591,49.0,-100.0,-38200.0,11307.871955030289,1675.9818181818182,92179.0,55,30946.52472051492,-100.0,-800.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000.0,1000.0,1000.0,0.0,1000.0,13.0,53502.692307692305,695535.0,74522.0,9328.63532699733,49681.0,12.0,254.4083333333333,3052.8999999999996,406.5,93.48588088178035,43.3,49.0,-12350.122448979591,-605156.0,-100.0,11307.871955030289,-38200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14557.104474097336,75.0,0.3466666666666667,0.6533333333333333,133416.6,94.4319,0.7025315325636863,0.013333333333333334,0.17333333333333334,0.6533333333333333,0.0,0.0,0.16,2,2,1,-1.0,-1.0,4,148545,8,35,12,3,4,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,383,6,37.47671232876712,0.7733625609868361,0.5433115851974593,12.766666666666667,5.874673629242819,2107.615685880699,-967.3725155858687,14557.104474097336,-0.4589890472283316,742.4166666666666,14557.104474097336,0.1025154193132652,2.010094514512198,19.607728554177577,3.7727609380946383,0.0,13.452438050328853,10.887505945599719,0.521575028678755,0.036941985466695096,1
5549,1994-07-16,50460,60,841,1,37570.62790697674,51971.4,800.0,10371.123781863107,41531.0,800.0,-600.0,1.0,8327.073684210529,19,22927.5,32.6,8763.374599170123,-4861.808333333333,24.0,-14.6,-15000.0,4451.09332518346,2960.3846153846152,76970.0,26,11365.057824144753,-14.6,-58.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14286.363636363636,157150.0,22927.5,6742.01039783724,800.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,133.04999999999998,1064.3999999999999,161.1,43.88191947878826,32.6,19.0,-4223.073684210527,-80238.40000000001,-14.6,4821.672007929074,-15000.0,5.0,-7289.0,-36445.0,-7289.0,0.0,-7289.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.2653508771955,43.0,0.4418604651162791,0.5581395348837209,51171.4,51.91375,0.7991125888469427,0.2558139534883721,0.0,0.4418604651162791,0.11627906976744186,0.0,0.18604651162790697,1,1,1,-1.0,-1.0,1,75637,35,36,9,0,7,0.365,9622,0.154,0.0007139363010166982,0.13999999999999996,269,6,46.778082191780825,1.0299524375743163,0.8230479587792311,8.966666666666667,4.795539033457249,928.6699276071222,-542.2091078066915,3465.2653508771955,-0.5838555677190781,194.41666666666666,2857.848684210529,0.23117320650019815,3.398155391451283,14.699607462720252,3.490428515390098,0.0,0.0,0.0,0.6633418084972142,0.036786601116651683,1
5060,1994-07-19,252060,60,4201,1,57340.50819672131,106259.6,900.0,21418.913855883664,70096.5,900.0,-13990.0,1.0,14985.173076923076,26,49937.0,8.2,12929.512964023283,-9129.085714285715,35.0,-14.6,-41700.0,10374.268327910928,2417.681818181818,106378.0,44,19323.090929227565,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,20438.842105263157,388338.0,49937.0,10750.406117719758,900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,182.35714285714286,1276.5,296.9,95.16481942999134,8.2,25.0,-11104.12,-277603.0,-14.6,11562.664833852099,-41700.0,10.0,-4191.5,-41915.0,-886.0,3484.302935228859,-7497.0,0.0,0.0,0.0,0.0,0.0,0.0,5856.087362637361,61.0,0.4262295081967213,0.5737704918032787,105359.6,77.885,0.6596721613858889,0.3114754098360656,0.0,0.4098360655737705,0.16393442622950818,0.0,0.11475409836065574,1,1,1,-1.0,-1.0,6,110643,49,41,4,1,4,0.519,8441,0.115,0.0033712028777238504,1.0300000000000002,232,5,28.97808219178082,0.4215647068158375,0.2780945013092121,7.733333333333333,7.887931034482759,1937.7378978779839,-1180.4852216748768,5856.087362637361,-0.6092078928567304,78.66666666666667,5231.337362637361,0.018725700230103944,1.2452600244316498,66.50005121996645,2.128231705849268,0.0,0.0,0.0,0.28734285846993696,0.03934461750477494,-1
