loan_id,payments,balance_mean,balance_min,reached_negative_balance,unknown_sum,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,credit_cash_max,credit_cash_std,col_another_bank_mean,col_another_bank_sum,col_another_bank_max,col_another_bank_std,col_another_bank_min,interest_mean,interest_min,rem_another_bank,rem_another_bank_mean,rem_another_bank_sum,rem_another_bank_max,rem_another_bank_min,mean_trans_profit,credit_ratio,withdrawal_ratio,ratio_credit_cash,ratio_rem_another_bank,owner_count,disponent_count,salary_mth_calc,real_mth_income,ratio_withd_credit_mth,real_income_to_payments_ratio,log_sanctions_std,status
7104,4329,45198.152941176486,800.0,1.0,78852.0,0.0,0.0,0.0,0.0,800.0,0.0,28570.4,142852.0,38960.0,5807.962964757953,25973.0,195.375,75.3,1.0,-12414.0,-12414.0,-12414.0,-12414.0,3412.778571428571,0.5882352941176471,0.4117647058823529,0.058823529411764705,0.058823529411764705,1,1,3412.778571428571,2378.278571428571,-0.7637128109871621,0.5493828993828993,0.0,1
6820,3179,37462.093103448264,900.0,1.0,69872.0,0.0,0.0,0.0,0.0,1800.0,636.3961030678928,23621.0,141726.0,32706.0,4450.722862637034,21804.0,79.55,9.9,4.0,-5887.0,-23548.0,-621.0,-9115.0,-795.375252525253,0.6206896551724138,0.3793103448275862,0.06896551724137931,0.13793103448275862,1,1,-795.375252525253,-1186.7919191919198,-1.0985856401803766,-0.3733224030172758,0.0,1
6876,7218,25714.046666666673,800.0,1.0,36877.0,0.0,0.0,0.0,0.0,17859.0,6248.015698337086,0.0,0.0,0.0,0.0,0.0,62.699999999999996,29.8,0.0,0.0,0.0,0.0,0.0,-2220.5666666666666,0.8,0.2,0.4,0.0,1,1,-2220.5666666666666,-2220.5666666666666,-1.4550869978071224,-0.30764292971275514,0.0,1
7097,3151,50009.90869565217,400.0,1.0,53678.0,0.0,0.0,0.0,0.0,49887.0,21380.75063852218,0.0,0.0,0.0,0.0,0.0,197.44444444444446,50.5,0.0,0.0,0.0,0.0,0.0,-4973.0,0.6521739130434783,0.34782608695652173,0.2608695652173913,0.0,1,1,-4973.0,-6098.0,-1.4258799349147897,-1.9352586480482386,0.0,-1
4959,3373,32590.624074074083,1100.0,1.0,62969.0,0.0,0.0,0.0,0.0,3700.0,1838.4776310850236,22259.6,222596.0,30354.0,4266.123382077822,20236.0,128.93,13.5,5.0,-7266.0,-36330.0,-7266.0,-7266.0,4118.392613636363,0.4074074074074074,0.5925925925925926,0.037037037037037035,0.09259259259259259,2,2,4118.392613636363,3512.8926136363634,-0.6038020917829,1.0414742406274424,0.0,1
6499,3373,33312.53888888889,1100.0,1.0,63869.0,0.0,0.0,0.0,0.0,3700.0,1838.4776310850236,22259.6,222596.0,30354.0,4266.123382077822,20236.0,129.79000000000002,13.5,5.0,-7266.0,-36330.0,-7266.0,-7266.0,4146.908522727273,0.4074074074074074,0.5925925925925926,0.037037037037037035,0.09259259259259259,2,2,4146.908522727273,3541.4085227272726,-0.6010738043297176,1.049928408754009,0.0,1
5479,2043,55582.226027397315,200.0,1.0,77002.0,0.0,0.0,0.0,0.0,49536.0,16273.988162533662,0.0,0.0,0.0,0.0,0.0,177.1,12.5,0.0,0.0,0.0,0.0,0.0,7201.134562211979,0.4246575342465753,0.5753424657534246,0.2876712328767123,0.0,1,1,7201.134562211979,7201.134562211979,-0.6460433157145463,3.52478441615858,0.0,1
5170,4220,47302.54634146341,800.0,1.0,79587.0,0.0,0.0,0.0,0.0,46304.0,15840.010901479025,0.0,0.0,0.0,0.0,0.0,214.2125,69.5,0.0,0.0,0.0,0.0,0.0,3379.4904761904763,0.5121951219512195,0.4878048780487805,0.3170731707317073,0.0,1,1,3379.4904761904763,3379.4904761904763,-0.7507914039919418,0.8008271270593545,0.0,1
6721,878,21575.68666666666,1100.0,1.0,30414.0,0.0,0.0,0.0,0.0,9738.0,3513.4573123512237,0.0,0.0,0.0,0.0,0.0,75.51666666666667,48.5,0.0,0.0,0.0,0.0,0.0,-1137.146153846154,0.8666666666666667,0.13333333333333333,0.4666666666666667,0.0,1,1,-1137.146153846154,-1137.146153846154,-1.377431568842217,-1.2951550727177152,0.0,1
7259,3004,54652.89818181817,900.0,1.0,48821.0,0.0,0.0,0.0,0.0,45740.0,16082.735368208032,0.0,0.0,0.0,0.0,0.0,200.50000000000003,35.7,6.0,-4736.0,-28416.0,-4736.0,-4736.0,5416.463586956521,0.41818181818181815,0.5818181818181818,0.2727272727272727,0.10909090909090909,2,2,5416.463586956521,5021.796920289854,-0.6780289138721975,1.6717033689380338,0.0,1
5285,6578,25900.319607843143,900.0,1.0,33114.0,0.0,0.0,0.0,0.0,11416.0,3413.077862463453,0.0,0.0,0.0,0.0,0.0,110.66666666666667,24.0,9.0,-1707.888888888889,-15371.0,-1187.0,-2359.0,1352.837962962963,0.47058823529411764,0.5294117647058824,0.29411764705882354,0.17647058823529413,1,1,1352.837962962963,1156.2546296296298,-0.6596812419568041,0.17577601544992852,0.0,1
5189,3105,36845.5888888889,200.0,1.0,39869.0,0.0,0.0,0.0,0.0,2200.0,1414.213562373095,20701.0,186309.0,27946.0,4107.528910427777,18631.0,135.84444444444443,31.1,5.0,-4397.0,-21985.0,-4397.0,-4397.0,4470.16823529412,0.37037037037037035,0.6296296296296297,0.037037037037037035,0.09259259259259259,1,1,4470.16823529412,4103.751568627453,-0.5292865183788144,1.3216591203309027,0.0,1
6650,4110,46576.27755102044,900.0,1.0,18684.0,0.0,0.0,0.0,0.0,45628.0,16022.809874212186,0.0,0.0,0.0,0.0,0.0,192.92000000000002,166.4,10.0,-6131.0,-61310.0,-695.0,-11567.0,7831.847794117646,0.3469387755102041,0.6530612244897959,0.24489795918367346,0.20408163265306123,1,1,7831.847794117646,7773.931127450979,-0.4999789218977916,1.8914674276036445,0.0,-1
7226,5493,44735.43125000001,300.0,1.0,42692.0,0.0,0.0,0.0,0.0,36216.0,13102.138625866717,0.0,0.0,0.0,0.0,0.0,150.65,68.3,0.0,0.0,0.0,0.0,0.0,-6176.854545454546,0.6875,0.3125,0.4375,0.0,2,2,-6176.854545454546,-6176.854545454546,-1.4996183671998744,-1.1244956390778347,0.0,1
6087,5011,45854.8909090909,800.0,1.0,66443.0,0.0,0.0,0.0,0.0,44519.0,16011.081780471686,0.0,0.0,0.0,0.0,0.0,143.77777777777777,39.4,15.0,-2638.6666666666665,-39580.0,-958.0,-5791.0,7205.148809523811,0.36363636363636365,0.6363636363636364,0.22727272727272727,0.22727272727272727,1,1,7205.148809523811,6722.565476190478,-0.5173278529220952,1.3415616595870041,0.0,1
7262,5073,33229.10769230768,500.0,1.0,45111.0,0.0,0.0,0.0,0.0,23204.0,8087.827629633724,0.0,0.0,0.0,0.0,0.0,137.475,67.1,0.0,0.0,0.0,0.0,0.0,-2667.2433333333347,0.7692307692307693,0.23076923076923078,0.46153846153846156,0.0,1,1,-2667.2433333333347,-2667.2433333333347,-1.3479274745448249,-0.5257723897759382,0.0,1
5519,7636,40976.94285714285,700.0,1.0,59366.0,0.0,0.0,0.0,0.0,26378.0,7698.614295226555,0.0,0.0,0.0,0.0,0.0,172.38333333333335,54.1,8.0,-3532.0,-28256.0,-3532.0,-3532.0,4037.435142118865,0.38571428571428573,0.6142857142857143,0.21428571428571427,0.11428571428571428,2,2,4037.435142118865,3743.1018087855314,-0.5403776423056713,0.4901914364569842,0.0,1
6577,2154,58226.50490196083,600.0,1.0,35471.0,0.0,0.0,0.0,0.0,46889.0,14821.452940908655,0.0,0.0,0.0,0.0,0.0,222.45384615384617,119.6,0.0,0.0,0.0,0.0,0.0,4652.752272727277,0.43137254901960786,0.5686274509803921,0.30392156862745096,0.0,1,1,4652.752272727277,4652.752272727277,-0.7188151512108997,2.1600521229003142,0.0,1
6509,2307,46061.31938775512,200.0,1.0,8943.0,0.0,0.0,0.0,0.0,48139.0,10911.408559698728,0.0,0.0,0.0,0.0,0.0,164.43636363636358,27.2,0.0,0.0,0.0,0.0,0.0,965.373633708803,0.47959183673469385,0.5204081632653061,0.25510204081632654,0.0,1,1,965.373633708803,965.373633708803,-0.8951235290863485,0.4184541108404001,0.0,1
6520,3800,32558.533333333326,700.0,1.0,62738.0,0.0,0.0,0.0,0.0,700.0,230.9401076758503,24223.875,193791.0,34198.0,4030.155099372728,22799.0,122.57142857142857,16.0,3.0,-10279.0,-30837.0,-10279.0,-10279.0,1817.5111111111128,0.5,0.5,0.08333333333333333,0.08333333333333333,2,2,1817.5111111111128,960.9277777777794,-0.8333823956322668,0.25287573099415245,0.0,1
6699,319,46444.639506172854,600.0,1.0,62794.0,0.0,0.0,0.0,0.0,31677.0,8962.740154490873,0.0,0.0,0.0,0.0,0.0,151.14545454545453,9.2,8.0,-3708.0,-29664.0,-3708.0,-3708.0,2357.0622222222246,0.4444444444444444,0.5555555555555556,0.1728395061728395,0.09876543209876543,2,2,2357.0622222222246,2048.0622222222246,-0.6957093759144397,6.420257749912929,0.0,1
6336,5900,51034.361971831,300.0,1.0,62272.0,0.0,0.0,0.0,0.0,48828.0,16380.293383794482,0.0,0.0,0.0,0.0,0.0,184.9333333333333,71.5,0.0,0.0,0.0,0.0,0.0,4750.566935483872,0.43661971830985913,0.5633802816901409,0.2676056338028169,0.0,1,1,4750.566935483872,4750.566935483872,-0.6601383123917361,0.8051808365226901,0.0,1
7055,2785,63707.62658227851,1100.0,1.0,36562.0,0.0,0.0,0.0,0.0,49980.0,13483.932118591663,0.0,0.0,0.0,0.0,0.0,263.1090909090909,91.4,0.0,0.0,0.0,0.0,0.0,5871.1753623188415,0.4177215189873418,0.5822784810126582,0.27848101265822783,0.0,2,2,5871.1753623188415,5871.1753623188415,-0.6692494331428623,2.108141961335311,0.0,1
6103,2489,29069.116071428583,500.0,1.0,75163.0,0.0,0.0,0.0,0.0,6300.0,3121.4312956291915,16429.6,164296.0,22404.0,3148.7852754849937,14936.0,107.92999999999999,32.2,6.0,-8754.0,-52524.0,-8754.0,-8754.0,3000.1764163372864,0.4107142857142857,0.5892857142857143,0.05357142857142857,0.10714285714285714,1,1,3000.1764163372864,2270.6764163372864,-0.6024546258842268,0.9122846188578893,0.0,1
6202,5432,47426.549999999996,900.0,1.0,65668.0,0.0,0.0,0.0,0.0,900.0,0.0,34766.933333333334,521504.0,48891.0,5734.356539648501,32594.0,176.67857142857142,21.6,0.0,0.0,0.0,0.0,0.0,8709.72435897436,0.36585365853658536,0.6341463414634146,0.012195121951219513,0.0,1,1,8709.72435897436,8709.72435897436,-0.5021853084401013,1.603410228088063,0.0,1
7066,5983,32702.726666666666,1000.0,1.0,29970.0,0.0,0.0,0.0,0.0,49757.0,26002.190144934586,0.0,0.0,0.0,0.0,0.0,98.9857142857143,18.0,0.0,0.0,0.0,0.0,0.0,16.289999999999964,0.6666666666666666,0.3333333333333333,0.2,0.0,1,1,16.289999999999964,16.289999999999964,-0.997336620729233,0.0027227143573458072,0.0,-1
6696,1484,30045.399999999994,800.0,1.0,82788.0,0.0,0.0,0.0,0.0,15843.0,4549.85062313154,0.0,0.0,0.0,0.0,0.0,114.51538461538462,25.2,8.0,-7041.0,-56328.0,-7041.0,-7041.0,594.6715644820288,0.5057471264367817,0.4942528735632184,0.20689655172413793,0.09195402298850575,2,2,594.6715644820288,7.921564482028771,-0.8407892838058791,0.005337981456892703,0.0,1
6072,5388,63579.21724137931,800.0,1.0,79326.0,0.0,0.0,0.0,0.0,41783.0,14377.097815834064,0.0,0.0,0.0,0.0,0.0,194.25,52.4,0.0,0.0,0.0,0.0,0.0,-8513.222222222223,0.6896551724137931,0.3103448275862069,0.41379310344827586,0.0,1,1,-8513.222222222223,-8513.222222222223,-1.5949557776380057,-1.5800338200115485,0.0,1
5130,2026,29380.83974358975,1100.0,1.0,26726.0,0.0,0.0,0.0,0.0,2900.0,709.1242083423347,12964.266666666666,194464.0,18231.0,2138.2883163431266,12154.0,126.42666666666666,35.5,0.0,0.0,0.0,0.0,0.0,1240.6909690177963,0.47435897435897434,0.5256410256410257,0.08974358974358974,0.0,1,1,1240.6909690177963,1240.6909690177963,-0.778512606104888,0.6123844861884483,0.0,1
5568,4542,44602.64166666665,1100.0,1.0,87491.0,0.0,0.0,0.0,0.0,42400.0,13067.637906316231,0.0,0.0,0.0,0.0,0.0,156.4181818181818,13.3,10.0,-5907.0,-59070.0,-5907.0,-5907.0,5002.044941176473,0.40476190476190477,0.5952380952380952,0.27380952380952384,0.11904761904761904,2,2,5002.044941176473,4509.794941176473,-0.6363670558371725,0.992909498277515,0.0,1
6678,6695,61531.59038461538,1100.0,1.0,86790.0,0.0,0.0,0.0,0.0,12900.0,6755.738301621815,42882.0,428820.0,61260.0,6457.370982063833,40840.0,291.7444444444444,147.8,0.0,0.0,0.0,0.0,0.0,8393.189393939394,0.4230769230769231,0.5769230769230769,0.057692307692307696,0.0,2,2,8393.189393939394,8393.189393939394,-0.5866772379305125,1.2536503949125308,0.0,1
6998,8136,53379.1276923077,1100.0,1.0,78993.0,0.0,0.0,0.0,0.0,1100.0,0.0,51256.8,512568.0,73224.0,7718.487312938981,48816.0,177.35555555555555,46.7,12.0,-6223.0,-74676.0,-5915.0,-6531.0,15231.343333333332,0.3076923076923077,0.6923076923076923,0.015384615384615385,0.18461538461538463,1,1,15231.343333333332,14687.093333333332,-0.4087948150353418,1.8051982956407735,0.0,1
6580,4085,49143.96595744679,900.0,1.0,85576.0,0.0,0.0,0.0,0.0,46888.0,16313.897897270417,0.0,0.0,0.0,0.0,0.0,193.4857142857143,123.9,0.0,0.0,0.0,0.0,0.0,6970.138518518519,0.425531914893617,0.574468085106383,0.2765957446808511,0.0,1,1,6970.138518518519,6970.138518518519,-0.5185244540149206,1.7062762591232605,0.0,1
6316,6409,52890.40392156863,1100.0,1.0,11935.0,0.0,0.0,0.0,0.0,47434.0,13977.857720144935,0.0,0.0,0.0,0.0,0.0,195.54375,17.0,0.0,0.0,0.0,0.0,0.0,5010.982380952384,0.4117647058823529,0.5882352941176471,0.2549019607843137,0.0,1,1,5010.982380952384,5010.982380952384,-0.6843701470475976,0.7818664972620353,0.0,-1
6512,1319,22551.779268292692,500.0,1.0,46005.0,0.0,0.0,0.0,0.0,10500.0,1991.094966596999,0.0,0.0,0.0,0.0,0.0,92.76666666666665,26.5,17.0,-1334.5294117647059,-22687.0,-471.0,-2306.0,1313.2008510638302,0.4268292682926829,0.573170731707317,0.2804878048780488,0.2073170731707317,1,1,1313.2008510638302,1121.0341843971635,-0.5248774020001193,0.8499121943875386,0.0,1
6407,1081,56927.45405405405,600.0,1.0,67553.5,0.0,0.0,0.0,0.0,36289.5,10751.038470982488,0.0,0.0,0.0,0.0,0.0,237.9875,65.4,0.0,0.0,0.0,0.0,0.0,3174.981286549708,0.5135135135135135,0.4864864864864865,0.2972972972972973,0.0,1,1,3174.981286549708,3174.981286549708,-0.74080382248644,2.937077970906298,0.0,1
5002,8734,38709.829999999994,500.0,1.0,41401.0,0.0,0.0,0.0,0.0,25970.0,7617.061034908662,0.0,0.0,0.0,0.0,0.0,122.2,19.5,8.0,-2152.0,-17216.0,-189.0,-6256.0,4713.244444444443,0.4,0.6,0.23333333333333334,0.26666666666666666,2,2,4713.244444444443,4191.91111111111,-0.5023235896262663,0.4799531842352999,0.0,1
6647,4340,43944.889411764714,200.0,1.0,41698.0,0.0,0.0,0.0,0.0,2500.0,1178.9826122551597,27776.0,416640.0,39060.0,4581.292394073969,26040.0,187.68,79.0,0.0,0.0,0.0,0.0,0.0,5533.854545454544,0.38823529411764707,0.611764705882353,0.03529411764705882,0.0,2,2,5533.854545454544,5533.854545454544,-0.5683371815309208,1.2750816925010469,0.0,1
7137,6315,53976.29285714284,300.0,1.0,30312.0,0.0,0.0,0.0,0.0,300.0,0.0,41047.5,246285.0,56835.0,7734.2638628378845,37890.0,195.71666666666667,59.9,1.0,-10134.0,-10134.0,-10134.0,-10134.0,3962.661025641026,0.4642857142857143,0.5357142857142857,0.03571428571428571,0.03571428571428571,1,1,3962.661025641026,3118.161025641026,-0.7920780639381314,0.49377055037862644,0.0,1
6903,2172,33459.68028169013,144.2,1.0,55529.0,-0.3,-1.8,6.0,0.1673320053068151,44473.0,15723.427114683658,0.0,0.0,0.0,0.0,0.0,130.41153846153844,38.7,0.0,0.0,0.0,0.0,0.0,472.84471153846334,0.5492957746478874,0.4507042253521127,0.18309859154929578,0.0,1,1,472.84471153846334,472.84471153846334,-0.9242823149949063,0.21770014343391497,0.1547208075365496,1
5918,8339,34084.4605633803,300.0,1.0,77990.0,0.0,0.0,0.0,0.0,28365.0,8739.574700886818,0.0,0.0,0.0,0.0,0.0,154.96666666666667,83.6,0.0,0.0,0.0,0.0,0.0,4355.647138047139,0.38028169014084506,0.6197183098591549,0.2112676056338028,0.0,1,1,4355.647138047139,3878.563804713806,-0.53050955917023,0.46511138082669456,0.0,1
6642,6470,55570.304999999986,700.0,1.0,28308.0,0.0,0.0,0.0,0.0,2100.0,989.9494936611666,40758.9,407589.0,58227.0,6137.6647106208065,38818.0,269.79,138.1,0.0,0.0,0.0,0.0,0.0,8717.17727272727,0.36666666666666664,0.6333333333333333,0.03333333333333333,0.0,1,1,8717.17727272727,8717.17727272727,-0.535744416005446,1.3473226078403817,0.0,1
6210,1817,28362.248484848482,200.0,1.0,30568.0,0.0,0.0,0.0,0.0,4200.0,2116.6010488516727,11812.666666666666,70876.0,16356.0,2225.769679608981,10904.0,104.35833333333333,16.7,0.0,0.0,0.0,0.0,0.0,-961.2761904761905,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.0,1,1,-961.2761904761905,-1382.1095238095238,-1.2603797581012355,-0.7606546636265954,0.0,-1
6279,3640,36783.95000000002,200.0,1.0,27503.0,0.0,0.0,0.0,0.0,49341.0,19416.277488231364,0.0,0.0,0.0,0.0,0.0,158.42,63.3,0.0,0.0,0.0,0.0,0.0,854.9178571428583,0.5333333333333333,0.4666666666666667,0.2,0.0,1,1,854.9178571428583,854.9178571428583,-0.8999461228741209,0.23486754317111494,0.0,1
7249,1445,33857.10641025642,1100.0,1.0,37006.0,0.0,0.0,0.0,0.0,17782.0,3994.201858355949,0.0,0.0,0.0,0.0,0.0,128.93571428571428,34.2,0.0,0.0,0.0,0.0,0.0,3068.4939601921756,0.3974358974358974,0.6025641025641025,0.21794871794871795,0.0,1,1,3068.4939601921756,3068.4939601921756,-0.5348745727446704,2.1235252319669033,0.0,1
6736,4806,33211.759999999995,800.0,1.0,43274.0,0.0,0.0,0.0,0.0,27116.0,12727.432982865528,0.0,0.0,0.0,0.0,0.0,44.099999999999994,8.7,0.0,0.0,0.0,0.0,0.0,-2518.7000000000007,0.8,0.2,0.4,0.0,1,1,-2518.7000000000007,-2518.7000000000007,-1.3116701520794922,-0.5240740740740742,0.0,1
6112,7281,26252.81440677965,-1369.2,-1.0,133282.0,-0.4000000000000001,-1.2000000000000002,3.0,0.19999999999999996,46739.0,13047.11129977723,0.0,0.0,0.0,0.0,0.0,108.83333333333331,33.3,42.0,-3732.3333333333335,-156758.0,-1017.0,-8110.0,6146.621447368422,0.3220338983050847,0.6779661016949152,0.19491525423728814,0.3559322033898305,1,1,6146.621447368422,5470.788114035089,-0.4674943659483274,0.7513786724399244,0.1823215567939546,-1
5319,3991,40061.580434782605,300.0,1.0,51891.0,0.0,0.0,0.0,0.0,300.0,0.0,26605.666666666668,239451.0,35918.0,5279.59674122939,23945.0,153.9875,30.4,8.0,-5475.5,-43804.0,-4206.0,-6745.0,6075.710317460317,0.391304347826087,0.6086956521739131,0.021739130434782608,0.17391304347826086,1,1,6075.710317460317,5725.210317460317,-0.5461803069251565,1.4345302724781552,0.0,1
6596,3816,50765.41612903226,1000.0,1.0,48904.0,0.0,0.0,0.0,0.0,1000.0,0.0,36499.57142857143,255497.0,47906.0,7792.074132457564,31937.0,161.36666666666667,29.4,0.0,0.0,0.0,0.0,0.0,6177.300840336136,0.45161290322580644,0.5483870967741935,0.03225806451612903,0.0,1,1,6177.300840336136,6177.300840336136,-0.6641013551939994,1.618789528389973,0.0,1
5837,4076,38426.72857142858,1000.0,1.0,68361.0,0.0,0.0,0.0,0.0,1400.0,351.18845842842467,27509.75,220078.0,36680.0,5660.001179959494,24453.0,147.55714285714285,65.4,4.0,-12006.0,-48024.0,-12006.0,-12006.0,4002.627777777776,0.42857142857142855,0.5714285714285714,0.07142857142857142,0.09523809523809523,1,1,4002.627777777776,3002.127777777776,-0.6786628125572843,0.7365377276196703,0.0,1
5657,415,30533.371739130445,800.0,1.0,29156.0,0.0,0.0,0.0,0.0,15528.0,4899.327122630766,0.0,0.0,0.0,0.0,0.0,128.725,35.6,10.0,-1573.9,-15739.0,-489.0,-2704.0,2419.278752436647,0.41304347826086957,0.5869565217391305,0.2391304347826087,0.21739130434782608,1,1,2419.278752436647,2378.528752436647,-0.5480109078436672,5.7313945841846925,0.0,1
